Message,Availability,Payment,Attraction (Experiences),Facility,House Rules,Location,Discount,Contact Host,Others
"Hi Chris,we (2 adults, 1 child) are looking for an apartment in Singapore, after having lived there for 10 years. Staying in a nice place is like being back - almost. Since I will be attending a function in the NUS and other meetings, I am not flexible with the dates. our arrival would be on the 29.08, departure 11.09. In case you have vacancy.. can you let me know what the rate is you can give us for 2 weeks? Thank you.Regards,Kerstin",1,1,,,,,,,
Hello. Please let us know if the apartment is available at those dates. Is there parking? Thank you.,1,,,1,,,,,
I would like to know if your beautiful home is available for October 16-18,1,,,,,,,,
Gud morning po Ma'm! Im Alvin Arandia and I have confirmed reservation already for the 9th of January but I still haven't receive the direction how to get to the house! My email is alvin.arandia72@gmail.com. Thanks!,,,,,,,,1,
"Hi Alex,We are a family of 11 from Malaysia, consisting of 7 adults and 4 teenagers. They include my family of 4, my sister's family and my parents. We are planning a vacation to Bali on the above dates. We found your beautiful villa on this site and would like to proceed to book it. Please confirm 1) Free airport pick up for booking of 4 nights or more 2) Free breakfast for booking of 7 nights or more as we are staying for 7 nights 3) Any other info we may need to know. We look forward to your reply soonest possible. Please feel free to ask us anything else you may need to know. Thank you.Warmest Regards,Anwar",,,,,1,,,,
"1. 2 rooms with 2 Queen bed only, how can accommodate 6 people? 2. Parking is inside Times Square?",,,,1,,,,,
"Hello,1) Before renting your apartment with Home Away, we would like to know how big is your bed? Can you provide the measurements? (my husband is tall and we do not fit well when beds are not wide enough). 2) Our overnight international flight arrives at 7:30 in the morning. We would like to know if we can drop our luggage at the apartment when we arrive because it will be too difficult to wait until check in time of 14h .3) on what floor is your apartment? Hope it is NON SMOKING only",,,,1,1,1,,,
"Hi, I'm looking to rent an apartment for three months. I would be living by myself most of the time, but my wife will likely join me in December. Can I have a look at the place tomorrow (sunday) or the next few days? Please send me a message or call me at +-- ---- ----.Best Regards,Jochen",,,,,1,,,,
"Hi, Greetings from Finland.We are two families (both 2 adults and two kids 8-13) and we are looking for a villa in Pattaya from 6th to 31th december. Is this villa available in that time ?And is there restaurants and shops nearby in walking distance?Regards,Marko",1,,1,,,,,,
"Hi, how much for monthly rent?",,1,,,,,,,
We are interested in this condo. Can you confirm the all-in price for a stay from Dec. 28th to Jan 5th (8 nights)? Is there a pool? Is there parking? Is there a separate bedroom and a foldout couch? Thank you. Peter Armstrong,,1,,1,,,,,
Hi I'm 1 adult with 3 kids 15 8 & 5yrs we won't be arriving in till 3-4am on the 9th Dec. How much in British pounds for 7nights? And 14 nights ? My budget is £300 might be able to go to £400 for 2wks We don't mind sharing beds so only need a separate bed for my 15yr old as my 2 younger kids can share with me My kids are very well behaved respectful & have manners We are a decent family looking to be near beach either kata patong? Or another nice beach? We like tourist areas so noise doesn't affect us as we live in central London Thank you,,1,1,,,,,,
Hi is this listing available on dec.24-26,1,,,,,,,,
I am looking for a house to rent for the week of July 2016. My family is coming to visit and I am wondering if your property is a available. I would like to come see it if possible.Thank you Kaileen knack+-- ---- ----,1,,,,,,,,
"Hi, My name is Asmah, Have never been to perth, would like to know if this place is accessible to easy transport to the city, and to other tourist area?Would it be easy to get HALAL food, as i am a muslim.Thank you for your kind output.",,,1,,,,,,
How much the cost in rupiah if we want rent for 4days 3night..its sure we will get for 4bedroom with that promo price?? In rupiah 800**..,,1,,,,,,,
hello what is your best price? we are with 6 adults and 1 child? this is our 10th anniversary celebrating we want to give a gift to our kids and witnesses from our marriage. best regards damaris,,1,,,,,,,
"Hi, please let me know if the apartment is available for my travel dates.Travellers : 1 female traveler from Hong Kong. Using credits cards for payments.BRTANG",1,,,,,,,,
"Hello Gavino,We are travelling for 10 nights - 3 people.Your place looks great, and the price is low .. why is that? any special reason?the price is for the entire apartment? because we are interested in the entire place.Additionally i would love to know which floor is it? is there an elevator?thank you, Adi",,1,,1,,,,,
"Hi,I am interested in renting your apartment in January 2016. I will be travelling with my husband and 2 young children (age 1 and 2). Is there any way that you can give us the same rate as 3 people, and not charge us the extra guest fee? ThanksMaggie",,,,,,,1,,
"1. Would to book room for 4 persons on the night of 18 March 2016 until the night of 24 March 2016. Plan to leave before 9 am , 25 March 2016.2.Would like to know whether your place is wheelchair friendly?3. Need to know exact location and the most convenient route from Narita airport. ( Please provide map ) Thank you ,Siri",,,1,1,,1,,,
"Hi there.We are looking to visit New York from 29 August to 5 Sept 15 from the UK.Can you confirm that your 2 bed apartment is still available for those dates, and confirm your best price for the week.Kind regardsTony",1,1,,,,,,,
Hi i like your room rate. Can i have your number so I can contact you anytime? My vacation in philippines starts from Nov 28 to Dec 11. Was thinking i can contact you for a stay.Gel Agustin,,,,,,,,1,
Hello just wondering what you best price is for my dates,,1,,,,,,,
"hi Ryan, i was just wondering what would be the cost for two individual rooms :)i look forward to hearing from you, please respond to -----@-----.---kind regards, Caitlin knowler",,1,,,,,,,
"Would love to have a look at your residence, please contact -----@-----.--- to discuss Looking at approx 3 month rental possibly more but would need to negotiate rate",,,,,,,1,,
"If this property is available for rent, I'm interested in renting it. Please advice me of all costs involved so we can act quickly.",1,1,,,,,,,
Hi .. this Mike here . From kl . I would like to know more details about ur home stay .pls kindly drop me an call . Tq Rgds Mike,,,,,,,,1,
Hi...what is the exact address,,,,,,1,,,
"Hello, I am from Chicago & will be traveling with my mom & sister to NY for a weekend getaway 10/1-10/4. Your apartment looks wonderful! I just wanted to double check that there is no hidden fees & the photos are the actual photos of where we would be staying?Thank you,Sue Buechele",,1,,1,,,,,
"Hello! Is your property still available for the above dates? If so, do you offer any last minute discounts? What would be the total charges for the above dates. Our arrival date will either be on the 6th or 7th.",1,1,,,,,1,,
"I prefer to tender my payment through mlhuiller or western union... I dont have any credit card.I want to be certain if bed is equipt with beddings...How many rooms do you have... we will come in group, more or less 30 pax. Urgent.",,1,,1,,,,,
hi im shawn from pigeon forge tennessee. i am trying to get someone that manages the hostel to contact me. i am a college student and i am in the process of making a fake business flyer. I want to use a pic of a private room from this hostel. i wanted a professional looking photo and i love this one. it will only be used in class. my professor and about 10 classmates will be the only one to see it. I will make no profit and i will not publish it in any form.i used 3 from other hostels in america. They all gave me verbal or written permisson to use it. i will not make a profit at all. only 10 will see it. its for my college class. please let me know if its ok to use the photo?,,,,,,,,,1
